,accuracy,precision,recall,f1,loss,lr,iter,source
0,0.10503298789262772,0.07927156239748001,0.10503298789262772,0.06533942371606827,2.305312156677246,0.0009,0,train
1,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.30291748046875,0.0009,0,test
2,0.1550999879837036,0.09589751809835434,0.1550999879837036,0.08961699157953262,23.575942993164062,0.0009,30,test
3,0.24150000512599945,0.20292937755584717,0.24150000512599945,0.1791098415851593,2.2742385864257812,0.0009,60,test
4,0.10600000619888306,0.12612858414649963,0.10600000619888306,0.02837415225803852,3.1053590774536133,0.0009,90,test
5,0.11060000211000443,0.02333591878414154,0.11060000211000443,0.030561134219169617,2.752941608428955,0.0009,120,test
6,0.10350000113248825,0.01420208252966404,0.10350000113248825,0.024431729689240456,2.648714780807495,0.0009,150,test
7,0.10060000419616699,0.012086926028132439,0.10060000419616699,0.02133636735379696,2.5971944332122803,0.0009,180,test
8,0.13349999487400055,0.03450678661465645,0.13349999487400055,0.05074669420719147,2.424084186553955,0.0009,210,test
9,0.13690000772476196,0.1502397507429123,0.13690000772476196,0.06265990436077118,2.3278841972351074,0.0009,240,test
10,0.24380001425743103,0.267935574054718,0.24380001425743103,0.16509389877319336,2.102307081222534,0.0009,270,test
11,0.29839998483657837,0.2629501223564148,0.29839998483657837,0.2153349220752716,1.9286798238754272,0.0009,300,test
12,0.3078000247478485,0.5323899984359741,0.3078000247478485,0.2328268140554428,1.6447463035583496,0.0009,330,test
13,0.4758000075817108,0.6956033706665039,0.4758000075817108,0.41345125436782837,1.3098313808441162,0.0009,360,test
14,0.5974000096321106,0.7225607633590698,0.5974000096321106,0.5707440376281738,1.1441490650177002,0.0009,390,test
15,0.704800009727478,0.7900347709655762,0.704800009727478,0.7143748998641968,0.8502992987632751,0.0009,420,test
16,0.7498999834060669,0.7974563837051392,0.7498999834060669,0.7531917095184326,0.7343391180038452,0.0009,450,test
17,0.6483999490737915,0.7449952363967896,0.6483999490737915,0.6190946102142334,0.9574647545814514,0.0009,480,test
18,0.675000011920929,0.7436242699623108,0.675000011920929,0.6463902592658997,0.9266846776008606,0.0009,510,test
19,0.7275999784469604,0.767810583114624,0.7275999784469604,0.7258036136627197,0.7253735661506653,0.0009,540,test
20,0.7670999765396118,0.7937582731246948,0.7670999765396118,0.759413480758667,0.6231779456138611,0.0009,570,test
21,0.7085000276565552,0.767184853553772,0.7085000276565552,0.6802965998649597,0.7978217005729675,0.0009,600,test
22,0.6445000171661377,0.7262700796127319,0.6445000171661377,0.6086715459823608,1.0775797367095947,0.0009,630,test
23,0.6189000606536865,0.5906680822372437,0.6189000606536865,0.5666098594665527,1.2618283033370972,0.0009,660,test
24,0.6572999954223633,0.7270300388336182,0.6572999954223633,0.6138632297515869,1.0233161449432373,0.0009,690,test
25,0.5270000100135803,0.5274249315261841,0.5270000100135803,0.4637734293937683,1.569496750831604,0.0009,720,test
26,0.5115000009536743,0.5876962542533875,0.5115000009536743,0.43000227212905884,1.652341604232788,0.0009,750,test
27,0.5665000081062317,0.5604515075683594,0.5665000081062317,0.5064089298248291,1.435238003730774,0.0009,780,test
28,0.5497000217437744,0.5930664539337158,0.5497000217437744,0.48151785135269165,1.5587576627731323,0.0009,810,test
29,0.4302999973297119,0.5419431924819946,0.4302999973297119,0.362621545791626,1.9167560338974,0.0009,840,test
30,0.4488000273704529,0.585266649723053,0.4488000273704529,0.3654084801673889,2.0232458114624023,0.0009,870,test
31,0.6171000003814697,0.6795445680618286,0.6171000003814697,0.5644218921661377,1.2508054971694946,0.0009,900,test
32,0.6273000240325928,0.686779797077179,0.6273000240325928,0.5865411758422852,1.1107951402664185,0.0009,930,test
33,0.6669999957084656,0.7212308645248413,0.6669999957084656,0.6242415904998779,1.073518991470337,0.0009,960,test
34,0.5717999935150146,0.6629759669303894,0.5717999935150146,0.525742769241333,1.3534148931503296,0.0009,990,test
35,0.7073999643325806,0.7401150465011597,0.7073999643325806,0.6839917898178101,0.8577325344085693,0.0009,1020,test
36,0.6823999881744385,0.7314499616622925,0.6823999881744385,0.642268180847168,1.0440946817398071,0.0009,1050,test
37,0.7293999791145325,0.7742002606391907,0.7293999791145325,0.7051006555557251,0.9160420894622803,0.0009,1080,test
38,0.7005000114440918,0.7456580400466919,0.7005000114440918,0.665421724319458,1.0428919792175293,0.0009,1110,test
39,0.7654000520706177,0.7896100878715515,0.7654000520706177,0.7301538586616516,0.7178216576576233,0.0009,1140,test
40,0.6888999938964844,0.7291252017021179,0.6888999938964844,0.6467080116271973,0.9286187291145325,0.0009,1170,test
41,0.6782000064849854,0.7249729037284851,0.6782000064849854,0.637563943862915,0.9976962804794312,0.0009,1200,test
42,0.7384999990463257,0.7856338620185852,0.7384999990463257,0.7041074633598328,1.0682432651519775,0.0009,1230,test
43,0.7786000370979309,0.8035029172897339,0.7786000370979309,0.7550722360610962,0.6072361469268799,0.0009,1260,test
44,0.7233999967575073,0.7671889066696167,0.7233999967575073,0.6903753280639648,0.9459444284439087,0.0009,1290,test
45,0.7666000127792358,0.7945237755775452,0.7666000127792358,0.738713264465332,0.6746394634246826,0.0009,1320,test
46,0.8038000464439392,0.812925398349762,0.8038000464439392,0.7974646687507629,0.5561241507530212,0.0009,1350,test
47,0.7432000041007996,0.7797019481658936,0.7432000041007996,0.7126269936561584,1.1118489503860474,0.0009,1380,test
48,0.8034000396728516,0.8162679672241211,0.8034000396728516,0.7920393943786621,0.5699517726898193,0.0009,1410,test
49,0.7628999948501587,0.7970046997070312,0.7628999948501587,0.7336955070495605,0.8399043083190918,0.0009,1440,test
50,0.7893999814987183,0.8113753795623779,0.7893999814987183,0.7728112936019897,0.6261460781097412,0.0009,1470,test
51,0.9088683724403381,0.907303512096405,0.9088683724403381,0.9072161316871643,0.24698185920715332,0.0009,1500,train
52,0.789199948310852,0.8154007792472839,0.789199948310852,0.7645969390869141,0.6556587815284729,0.0009,1500,test
