,accuracy,precision,recall,f1,loss,lr,iter,source
0,0.09629876911640167,0.07443956285715103,0.09629876911640167,0.06757237762212753,2.305011510848999,1e-05,0,train
1,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3027162551879883,1e-05,0,test
2,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3206534385681152,0.00018800000000000015,30,test
3,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3315162658691406,0.00036599999999999995,60,test
4,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.353900194168091,0.0005440000000000001,90,test
5,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.371030569076538,0.0007219999999999999,120,test
6,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.434434175491333,0.0009,150,test
7,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.4928603172302246,0.0007219999999999999,180,test
8,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.5130016803741455,0.0005440000000000001,210,test
9,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.5477023124694824,0.00036599999999999995,240,test
10,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.5755321979522705,0.00018800000000000015,270,test
11,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.620900869369507,1e-05,300,test
12,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.6996090412139893,0.00018800000000000015,330,test
13,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.6830477714538574,0.00036600000000000033,360,test
14,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.6366307735443115,0.0005439999999999997,390,test
15,0.10000000149011612,0.010018032975494862,0.10000000149011612,0.018211619928479195,2.644670248031616,0.0007219999999999999,420,test
16,0.12700000405311584,0.05274863913655281,0.12700000405311584,0.0542881116271019,2.3640077114105225,0.0009,450,test
17,0.21890000998973846,0.3975521922111511,0.21890000998973846,0.14892761409282684,1.9064079523086548,0.0007219999999999999,480,test
18,0.4520000219345093,0.6521314978599548,0.4520000219345093,0.4369644224643707,1.370367169380188,0.0005439999999999997,510,test
19,0.6252999901771545,0.7138356566429138,0.6252999901771545,0.6270891427993774,1.0543533563613892,0.00036600000000000033,540,test
20,0.7214000225067139,0.7935328483581543,0.7214000225067139,0.7225123643875122,0.7510536313056946,0.00018800000000000015,570,test
21,0.785800039768219,0.8265628218650818,0.785800039768219,0.7889975905418396,0.5847641229629517,1e-05,600,test
22,0.8136000633239746,0.8365312814712524,0.8136000633239746,0.8145748376846313,0.5134694576263428,0.00018800000000000015,630,test
23,0.8490999937057495,0.8566288352012634,0.8490999937057495,0.8504215478897095,0.4134265184402466,0.00036600000000000033,660,test
24,0.8419000506401062,0.8440379500389099,0.8419000506401062,0.8386691808700562,0.4254181981086731,0.0005439999999999997,690,test
25,0.8668999671936035,0.8658786416053772,0.8668999671936035,0.8622716069221497,0.3650261163711548,0.0007219999999999999,720,test
26,0.8231000304222107,0.824065089225769,0.8231000304222107,0.8110074400901794,0.5411437153816223,0.0009,750,test
27,0.8281999826431274,0.8410124778747559,0.8281999826431274,0.8210651278495789,0.5296130776405334,0.0007219999999999999,780,test
28,0.8583999872207642,0.8598347902297974,0.8583999872207642,0.8558071851730347,0.42607906460762024,0.0005439999999999997,810,test
29,0.8793999552726746,0.8776599168777466,0.8793999552726746,0.8769662380218506,0.34582677483558655,0.00036600000000000033,840,test
30,0.8761999607086182,0.8754376173019409,0.8761999607086182,0.8735353350639343,0.34967097640037537,0.00018800000000000015,870,test
31,0.8902000188827515,0.8889769911766052,0.8902000188827515,0.889083206653595,0.3024080991744995,1e-05,900,test
32,0.8906999230384827,0.890267014503479,0.8906999230384827,0.8902413249015808,0.2936054766178131,0.00018799999999999937,930,test
33,0.8667000532150269,0.8680915832519531,0.8667000532150269,0.8648209571838379,0.35026538372039795,0.00036600000000000033,960,test
34,0.8697999715805054,0.8711114525794983,0.8697999715805054,0.8685616254806519,0.3678370714187622,0.0005439999999999997,990,test
35,0.8592000007629395,0.8622874021530151,0.8592000007629395,0.8549683094024658,0.41409751772880554,0.0007220000000000006,1020,test
36,0.8518999814987183,0.8539466857910156,0.8518999814987183,0.849426805973053,0.45079275965690613,0.0009,1050,test
37,0.8618000149726868,0.860916793346405,0.8618000149726868,0.8588841557502747,0.4424284100532532,0.0007220000000000006,1080,test
38,0.8384000062942505,0.8499534130096436,0.8384000062942505,0.8302229642868042,0.4978758692741394,0.0005439999999999997,1110,test
39,0.8725999593734741,0.8713662624359131,0.8725999593734741,0.868812620639801,0.36976683139801025,0.00036600000000000033,1140,test
40,0.8840000033378601,0.8834036588668823,0.8840000033378601,0.8818913102149963,0.33127209544181824,0.00018799999999999937,1170,test
41,0.8925999999046326,0.8909600377082825,0.8925999999046326,0.8909338116645813,0.2913780212402344,1e-05,1200,test
42,0.8843998908996582,0.8861944675445557,0.8843998908996582,0.8813844323158264,0.3137412965297699,0.00018799999999999937,1230,test
43,0.8812999725341797,0.8807342052459717,0.8812999725341797,0.8787562847137451,0.32475757598876953,0.00036600000000000033,1260,test
44,0.8748000264167786,0.8774616718292236,0.8748000264167786,0.8695840835571289,0.36309996247291565,0.0005439999999999997,1290,test
45,0.8722000122070312,0.8743540048599243,0.8722000122070312,0.8701619505882263,0.37492749094963074,0.0007220000000000006,1320,test
