,accuracy,precision,recall,f1,loss,lr,iter,source
0,0.0952659621834755,0.11232957243919373,0.0952659621834755,0.0636070966720581,2.306269884109497,3.8e-09,0,train
1,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.302804708480835,3.8e-09,0,test
2,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.315310001373291,0.0003800022799999999,26,test
3,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3153555393218994,0.0007600007599999998,52,test
4,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3255858421325684,0.0007600007599999998,78,test
5,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3324942588806152,0.0003800022799999999,104,test
6,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3332512378692627,3.8e-09,130,test
7,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.337082624435425,0.00019000304000000017,156,test
8,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.343312978744507,0.0003800022799999999,182,test
9,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3392155170440674,0.0003800022799999999,208,test
10,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3385791778564453,0.00019000304000000017,234,test
11,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.3315887451171875,3.8e-09,260,test
12,0.10000000149011612,0.009999999776482582,0.10000000149011612,0.01818181946873665,2.325208902359009,9.500342000000008e-05,286,test
13,0.10060000419616699,0.043351367115974426,0.10060000419616699,0.019390402361750603,2.3150954246520996,0.00019000303999999995,312,test
14,0.10280000418424606,0.08311813324689865,0.10280000418424606,0.023702947422862053,2.2795891761779785,0.00019000303999999995,338,test
15,0.16300000250339508,0.09473399072885513,0.16300000250339508,0.07279125601053238,2.2271745204925537,9.500342000000008e-05,364,test
16,0.19130000472068787,0.2407517433166504,0.19130000472068787,0.11020824313163757,2.163723945617676,3.8e-09,390,test
17,0.24960000813007355,0.3461838960647583,0.24960000813007355,0.16947077214717865,2.0732831954956055,4.7503610000000045e-05,416,test
18,0.29249998927116394,0.46683642268180847,0.29249998927116394,0.22093355655670166,1.9818195104599,9.500342000000008e-05,442,test
19,0.36800000071525574,0.5624350309371948,0.36800000071525574,0.3101671636104584,1.862222671508789,9.500342000000008e-05,468,test
20,0.4244999885559082,0.6576105356216431,0.4244999885559082,0.3851224482059479,1.713767170906067,4.7503610000000045e-05,494,test
21,0.4796000123023987,0.6509588360786438,0.4796000123023987,0.4541734457015991,1.5785415172576904,3.8e-09,520,test
22,0.5347999930381775,0.6539280414581299,0.5347999930381775,0.5251467227935791,1.4291408061981201,2.3753705000000023e-05,546,test
23,0.5687999725341797,0.6484786868095398,0.5687999725341797,0.5692465305328369,1.3090537786483765,4.7503610000000045e-05,572,test
24,0.5958999991416931,0.647411048412323,0.5958999991416931,0.5990938544273376,1.2284742593765259,4.7503610000000045e-05,598,test
25,0.6151000261306763,0.6485676765441895,0.6151000261306763,0.618323028087616,1.1485295295715332,2.3753705000000023e-05,624,test
26,0.6295000314712524,0.652706503868103,0.6295000314712524,0.6327335238456726,1.0906165838241577,3.8e-09,650,test
27,0.6401000022888184,0.6522939205169678,0.6401000022888184,0.6419395208358765,1.0456130504608154,1.187875250000001e-05,676,test
28,0.6481000185012817,0.6555080413818359,0.6481000185012817,0.6494961977005005,1.0186225175857544,2.3753705000000023e-05,702,test
29,0.6489999294281006,0.6548106670379639,0.6489999294281006,0.64832603931427,1.0051523447036743,2.3753705000000023e-05,728,test
30,0.6521999835968018,0.6524044275283813,0.6521999835968018,0.6514220237731934,0.992337703704834,1.187875250000001e-05,754,test
31,0.651900053024292,0.6522006392478943,0.651900053024292,0.6512585878372192,0.987396776676178,3.8e-09,780,test
32,0.6523000001907349,0.6512441635131836,0.6523000001907349,0.6512911319732666,0.9835456013679504,5.941276250000005e-06,806,test
33,0.6532000303268433,0.6515685319900513,0.6532000303268433,0.6518555879592896,0.9836233258247375,1.187875250000001e-05,832,test
34,0.6521999835968018,0.6494309902191162,0.6521999835968018,0.6501131057739258,0.9841504096984863,1.187875250000001e-05,858,test
35,0.6517000198364258,0.6491323709487915,0.6517000198364258,0.649922788143158,0.9825999140739441,5.941276250000005e-06,884,test
36,0.6523000001907349,0.6492348909378052,0.6523000001907349,0.6502897143363953,0.9833358526229858,3.8e-09,910,test
37,0.6503999829292297,0.6468905210494995,0.6503999829292297,0.6482564210891724,0.9838446378707886,2.9725381249999895e-06,936,test
38,0.6511000394821167,0.6479182839393616,0.6511000394821167,0.6491307020187378,0.98479825258255,5.941276250000005e-06,962,test
39,0.6512999534606934,0.6475416421890259,0.6512999534606934,0.6489592790603638,0.9857101440429688,5.941276250000005e-06,988,test
40,0.652400016784668,0.6487300395965576,0.652400016784668,0.6501165628433228,0.9853284358978271,2.9725381249999895e-06,1014,test
41,0.6513999700546265,0.6474456787109375,0.6513999700546265,0.6490039825439453,0.9864335656166077,3.8e-09,1040,test
42,0.6510999202728271,0.6472269296646118,0.6510999202728271,0.6487425565719604,0.9871319532394409,1.4881690624999949e-06,1066,test
43,0.6502000093460083,0.6460552215576172,0.6502000093460083,0.6475982666015625,0.988044023513794,2.9725381250000026e-06,1092,test
44,0.6500999927520752,0.6458736658096313,0.6500999927520752,0.647467851638794,0.9878721833229065,2.9725381250000026e-06,1118,test
